code,product_name,brands,categories,additives_tags,allergens_tags,ingredients_text,nutrition_grades,image_url,energy_100g,proteins_100g,carbohydrates_100g,sugars_100g,fat_100g,saturated-fat_100g,salt_100g,fiber_100g,additives_count,allergens_count,nutrient_score
8902433003134,Butterscotch Flavour,Snickers,Filled chocolates,['en:e322'],"['en:milk', 'en:peanuts', 'en:soybeans']","Milk Chocolate coating (35%): Sugar, Milk solids, serve (%) Cocoa butter, Cocoa solids. Edible vegetable fat &lt;5% (Sal fat, Palm oil), Dextrose, Emulsifier (322). Centre filling (65%): Peanuts (23%), Liquid glucose, Sugar, Hydrogenated vegetable oil (Palm oil), Milk solids, lodized salt, Cocoa butter, Cocoa solids, Edible vegetable fats &lt;5% (Sal fat, Palm oil), Dextrose, Nature identical flavour (Butterscotch), Emulsifier (322). 20 5* CONTAINS VEGETABLE FAT IN ADDITION TO COCOA BUTTER. Contains Milk, Peanut and Soy. May contain treenuts.",e,https://images.openfoodfacts.org/images/products/890/243/300/3134/front_en.8.400.jpg,2096.0,9.9,56.3,47.9,26.6,10.6,0.5,,1.0,3.0,2.0
8901088081313,Saffola Peanut Butter Crunchy,Saffola,Plant-based foods and beverages,['en:e471'],"['en:nuts', 'en:peanuts', 'en:soybeans', 'en:sulphur-dioxide-and-sulphites']","Roasted Peanuts (84%)~, Cane Jaggery Powder (13%), Stabilizer (INS 471), Hydrogenated Soyabean Oil, lodised Salt, Natural and Nature-Identical Flavouring Substance.",unknown,https://images.openfoodfacts.org/images/products/890/108/808/1313/front_en.3.400.jpg,,,,,,,,,1.0,4.0,5.0
8901030743047,Fresh Tomato Ketchup,Kissan,Condiments,,[],,unknown,https://images.openfoodfacts.org/images/products/890/103/074/3047/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
8904063240170,Classic Salted Peanuts,Haldiram's,Plant-based foods and beverages,[],['en:peanuts'],"Peanuts (89%), Edible Vegetable Oil (Palmolein, cotton Seed, Rice Bran) and lodised Salt (1.6%).",e,https://images.openfoodfacts.org/images/products/890/406/324/0170/front_en.5.400.jpg,2552.0,26.0,18.5,0.5,48.0,24.0,1.825,,0.0,1.0,4.0
8901014000371,Geki Hot & Spicy Korean Cheese,Nissin,Plant-based foods and beverages,,[],,unknown,https://images.openfoodfacts.org/images/products/890/101/400/0371/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
8901090326051,Coffee Grand Premium,TATA,Plant-based foods and beverages,[],[],"Coffee (98.5%), Nature-Identical Flavouring Substance",unknown,https://images.openfoodfacts.org/images/products/890/109/032/6051/front_en.3.400.jpg,,,,,,,,,0.0,0.0,5.0
8901725100131,B Natural Orange Juice 1ltr tpk,B Natural,Plant-based foods and beverages,"['en:e110', 'en:e1200', 'en:e171']",[],"water, orange pulp(21%), Sugar, polydextrose(0.75%),Acidity regulator, nature identical flavouring substance, Iodised salt, natural flavours and flavouring substances and colours[INS 171, INS 110]",e,https://images.openfoodfacts.org/images/products/890/172/510/0131/front_en.4.400.jpg,203.0,0.0,12.5,11.7,0.0,,0.0285,,3.0,0.0,4.0
8908005753001,Hawaban Harde,Hawaban Harde,Digestives,[],[],&quot;True list of all ingredients&quot; Ingredients (in%) Each pill contains powders of the following: Amchur (Mangifera indica) Dr.Fr. 43.47 13.05 Safed Namak (Sodii muras) AFI. Kala Namak (Unaqua sodium chloride) AFI. 19.56 Dhaniya (Coriandrum sativum) Fr. 05.71 Bat Harde (Terminalia chebula) Fr. 04.35 Ka Mirch (Piper nigrum) Fr. 02.18 की Soanth (Zingiber officinalis) Rz. 02.18 Sanay (Cassia angustifolia) Lf. 04.18 Amla (Emblica officinalis) Dr.Fr. 03.00 Behada (Terminalia belerica) Dr.Fr. 00.78 Nausadar AFI. 00.87 Shankh Bhasm AFI. 00.67 ཚེ་,unknown,https://images.openfoodfacts.org/images/products/890/800/575/3001/front_en.3.400.jpg,,,,,,,,,0.0,0.0,5.0
7622201758660,Perk Double,Cadbury,Choco-coated wafers,"['en:e1101', 'en:e322', 'en:e476', 'en:e500']",['en:gluten'],"Sugar, Interesterified Vegetable Fat, Flour (Maida), Lactose-Rich Deprotienized Whey Powder, Starch, Cocoa Solids (5%), Palmolien, Emulsifiers (442 322, 476), lodised Salt, Yeast, Flavours (Natural, Natural Identical and Artificial (Caramel and Vanilla) Flavouring Substances, Raising Agent (500), Improver (1101)",e,https://images.openfoodfacts.org/images/products/762/220/175/8660/front_en.7.400.jpg,2142.0,3.7,67.9,44.9,25.4,20.0,0.2475,,4.0,1.0,2.0
8906009531533,Choco Classic Bar,Max Protein,Snacks,"['en:e322', 'en:e322i', 'en:e330', 'en:e412', 'en:e422']","['en:milk', 'en:nuts', 'en:soybeans']","Protein Blend (29%) (Soy Nuggets, Whey Protein Concentrate, Soy Concentrate), Brown Rice Syrup (Liquid Glucose), Milk Compound (19%) (Sugar, Edible Vegetable Oil (Hydrogenated Vegetable Oil), Milk Solids, Cocoa Solids, Emulsifier (Soy Lecithin), Vanilla Flavours), Dietary Fiber (9%) (Fructooligosaccharide, Chicory Root Fiber), Edible Vegetable Oil (Hydrogenated Vegetable Oil), Almonds (5.5%), Whole Grain Rolled Oats (4.5%), Raisins (4%), Cashew Nut (3%), Humectant (Glycerine), Dextrose Monohydrate, Flaxseeds, Tribasic Calcium Phosphate, Fructose, Soy Protein Isolate, Emulsifier (Soy Lecithin), Binding Agent (Guar Gum), Salt and Citric Acid, Antioxidants (Vitamin C), Added Vitamins and Minerals",not-applicable,https://images.openfoodfacts.org/images/products/890/600/953/1533/front_en.7.400.jpg,1720.0,20.0,53.6,15.8,15.8,5.8,0.695,8.0,5.0,3.0,4.0
8901725016296,Bourbon Dark Fantasy Biscuit,Sunfeast,Snacks,"['en:e129', 'en:e150a', 'en:e150c', 'en:e150d', 'en:e322', 'en:e322i', 'en:e450', 'en:e450i', 'en:e471', 'en:e500', 'en:e500ii', 'en:e503', 'en:e503ii']","['en:gluten', 'en:milk', 'en:soybeans']","MAIDA (REFINED WHEAT FLOUR), SUGAR (32.8%), REFINED PALM OIL, COLOURS (INS 150a, INS 150c,
INS 150d, INS 129], STARCH, COCOA SOLIDS (2.3%), MILK SOLIDS RAISING AGENTS [INS 503 (ii), INS 500 (ii), INS 450(i)], ARTIFICIAL FLAVOURING SUBSTANCES (VANILLA, CHOCOLATE), EMULSIFIERS [MONO - AND DI-GLYCERIDES OF FATTY ACIDS (FROM PALM OIL), LECITHIN (FROM SOYABEAN)], PLAIN CHOCOLATE (0.1%), IODIZED SALT AND NATURE IDENTICAL FLAVOURING SUBSTANCES (CHOCOLATE). CONTAINS WHEAT, MILK, SOY. MAY CONTAIN NUT, SULPHITE.",e,https://images.openfoodfacts.org/images/products/890/172/501/6296/front_en.6.400.jpg,2004.0,5.4,73.5,36.4,18.2,8.8,0.233,,13.0,3.0,2.0
8901063142442,Nutri Choice Seeds,Britannia,Snacks,,[],,d,https://images.openfoodfacts.org/images/products/890/106/314/2442/front_en.3.400.jpg,2063.0,11.0,63.0,13.6,23.4,9.6,0.785,6.8,,0.0,4.0
8901725006006,Sunfeast  yeppi  noodles,Sunfeast,Plant-based foods and beverages,"['en:e170', 'en:e170i', 'en:e330', 'en:e339ii', 'en:e412', 'en:e450', 'en:e450iii', 'en:e500', 'en:e500i', 'en:e501', 'en:e501i', 'en:e508', 'en:e551', 'en:e627', 'en:e631']","['en:gluten', 'en:milk']","Instant Noodles: Refined Wheat Flour (Maida), Refined Palm Oil, lodized Salt, Wheat Gluten, Thickeners (INS 508, INS 412), Stabilizers [INS 170(i), INS 339(ii), INS 450(iii) and INS 45200)) and Acidity Regulators [INS 501(i), INS 500(i) and INS 330]. Seasoning: Main Masala Mix: Spices and Condiments (22.3%) [Garlic, Red Chilli (3.1%), Coriander (2.1%), Aniseed, Ginger, Cumin, Black Pepper, Cassia, Cardamom, Nutmeg and Clove], Onion Powder, Instant Noodle Powder (Refined Wheat Flour (Maida), Refined Palm Oil, lodized Salt and Wheat Gluten), lodized Salt, Sugar, Hydrolyzed Vegetable Protein, Maltodextrin, Fat Powder, Flavour Enhancers (INS 627, INS 631), Starch, Yeast Extract, Natural Flavours and Natural Flavouring Substances, Nature Identical Flavouring Substances, Dairy Whitener (Milk Solids, Sugar), Anticaking Agent (INS 551), Acidity Regulator (INS 330) and Refined Sunflower Oil. Mood Masala Mix: Spices and Condiments (25.4%) [Garlic, Red Chilli (3.8%), Ginger, Coriander (2.0%), Black Pepper, Aniseed, Cumin, Cassia and Cardamom), Onion Powder, Sugar, Instant Noodle Powder (Refined Wheat Flour (Maida), Refined Palm Oil, lodized Salt and Wheat Gluten), lodized Salt Dairy Whitener (Milk Solids, Sugar), Hydrolyzed Vegetable Protein, Starch, Fat Powder, Maltodextrin, Flavour Enhancers (INS 627, INS 631) Na ture identical Flavouring Substances, Yeast Extract, Anticaking Agent (INS 551), Natural Flavours and Natural Flavouring Substances and Acidity Regulator (INS 330)",e,https://images.openfoodfacts.org/images/products/890/172/500/6006/front_en.12.400.jpg,1874.0,9.6,62.5,3.6,18.6,9.6,3.71325,,15.0,2.0,3.0
8901030817281,BOOST,,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/103/081/7281/front_en.7.400.jpg,,,,,,,,,,0.0,5.0
8908001658058,Ocean Fruit drink crispy apple flavour,Ocean,Beverages,"['en:e202', 'en:e296', 'en:e329', 'en:e330', 'en:e331', 'en:e508']",[],"Water, Apple Juice Concentrate 1.8% (Equivalent to 12% Apple Juice) Sugar, Glucose Minerals (E 329, E 508), Acidity Regulator (E 330, E 296, E 331, Nature Identical Flavouring Substances (Apple Fruit Flavour), Permitted Class II Preservative (E202), Vitamins (B3, B5, B7)",e,https://images.openfoodfacts.org/images/products/890/800/165/8058/front_en.3.400.jpg,176.0,0.5,10.0,10.0,0.0,,0.0125,,6.0,0.0,4.0
7622202031205,7622202031205,,Snacks,"['en:e102', 'en:e110', 'en:e122', 'en:e124', 'en:e127', 'en:e132', 'en:e133', 'en:e171', 'en:e414', 'en:e442', 'en:e476', 'en:e903']","['en:gluten', 'en:milk']","Sugar, Hydrogenated Oils, Cocoa Solids (8% *), Lactose-Rich Deproteinized Whey Permeate Powder, Milk Solids, Refined Wheat Flour (Maida), Emulsifiers (414, 442, 476), Colours (171, 102, 133, 124, 127, 122, 132, 110), Glazing Agent (903), Liquid Glucose, Flavours (Natural, Nature Identical and Artificial (Caramel and Vanilla) Flavouring Substances).",unknown,https://images.openfoodfacts.org/images/products/762/220/203/1205/front_en.3.400.jpg,,,,,,,,,12.0,2.0,5.0
8901030949678,Horlicks Women+ Chocolate Flv 400g pet,,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/103/094/9678/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
8904288601275,White Vinegar,Tops,Condiments,['en:e260'],[],"Water, Acetic Acid (Acidity Regulator - 260).",not-applicable,https://images.openfoodfacts.org/images/products/890/428/860/1275/front_en.3.400.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
8906006720329,Kashmir Honey,Lion,Honeys,,[],,unknown,,,,,,,,,,,0.0,5.0
89008669,Nescafe Gold,Nescafé,Instant coffees,[],[],Coffee Beans,unknown,https://images.openfoodfacts.org/images/products/000/008/900/8669/front_en.3.400.jpg,,,,,,,,,0.0,0.0,5.0
8901014011117,Top Ramen Atta Masala Noodles,Nissin,Plant-based foods and beverages,"['en:e319', 'en:e330', 'en:e412', 'en:e451', 'en:e451i', 'en:e500', 'en:e627', 'en:e631']","['en:gluten', 'en:soybeans']","NOODLES (85%): Wheat Flour (Atta), Edible Vegetable Oil (Palm Oil), lodised Salt, Acidity Regulators [INS 451(i) & INS 500), Antioxidant (INS 319) & Thickener (INS 412) SEASONING MIX (15%): Dehydrated Pieces 22.78% (Textured Soya, Green Peas, Carrot, French Beans, Fried Onion & Coriander Leaves), Sugar, Mixed Spices 12.53% (Coriander, Red Chilli, Turmeric, Cumin, Black Pepper, Ginger, Star Anise Fenugreek Leaves, Curry Leaves, Clove, Nutmeg&Green Cardamom), lodised Salt Wheat Flour (Atta), Onion Powder, Hydrolysed Vegetable Protein Powder (Soya), Edible Vegetable Oil (Palm Oil), Garlic Powder, Yeast Extract Powder, Flavour Enhancers (INS 631 & INS 627), Acidity Regulator (INS 330)& Colours [INS 1500&INS 100(ii)]. ALLERGEN INFORMATION: CONTAINS T&SOY MAY CONTAIN MILK.",unknown,https://images.openfoodfacts.org/images/products/890/101/401/1117/front_en.3.400.jpg,1904.0,11.16,66.35,3.81,15.02,7.92,3148.25,10.54,8.0,2.0,4.0
8901058004700,Nescafe classic Coffee,Nescafé,Beverages and beverages preparations,[],[],,unknown,https://images.openfoodfacts.org/images/products/890/105/800/4700/front_en.3.400.jpg,,,,,,,,,0.0,0.0,5.0
8906069401869,Chef's Special Pasta & Pizza Sauce Herby Tomato,Veeba,Pizza sauces,,[],,unknown,https://images.openfoodfacts.org/images/products/890/606/940/1869/front_en.3.400.jpg,900.0,2.1,29.9,24.03,9.98,1.6,,,,0.0,3.0
8906032018810,Patanjali Doodh biscuits,Patanjali,Snacks,"['en:e223', 'en:e319', 'en:e322', 'en:e322i', 'en:e341', 'en:e500', 'en:e503', 'en:e503ii']","['en:gluten', 'en:milk', 'en:soybeans', 'en:sulphur-dioxide-and-sulphites']","Wheat Flour (Atta-58.6%), Edible Vegetable Oil(Palm), Sugar, Liquid Glucose, Milk Solids (1.7%), lodized Salt, Leavening agents [INS-500 Energy (0), INS 503(ii), INS - 341(0)] Cheese, Dough Conditioner (INS 223), Antioxidant (INS 319), Emulsifier [INS 322(i)]. Natural, Nature Identical, Artificial Flavouring Substances (Milk & Vanilla).",e,https://images.openfoodfacts.org/images/products/890/603/201/8810/front_en.3.400.jpg,1958.0,7.2,72.0,24.0,17.0,8.3,0.8725,6.0,8.0,4.0,2.0
0748927066692,Whey,Gold Standard,Dairies,['en:e950'],['en:milk'],"Protein Blend (93%) (Whey Protein Isolate, Whey Protein Concentrate, Hydrolysed Whey Protein) (Emulsifier: INS 3221), Cocoa Powder (Processed With Alkali), Artificial Flavours (Chocolate, Vanilla), Sweetener (INS 950).",unknown,https://images.openfoodfacts.org/images/products/074/892/706/6692/front_en.16.400.jpg,1610.0,78.9,9.87,,3.29,1.64,0.411,,1.0,1.0,6.0
7622202031618,nutties,cadbury,Snacks,"['en:e1400', 'en:e414', 'en:e442', 'en:e476', 'en:e904']","['en:milk', 'en:nuts']","Center (55%*) (Sugar, Cashew Nuts (11%), Milk Solids, lodised Salt, Flavour (Natural and Nature Identical Flavouring Substances), Emulsifier (442), Almonds), Milk Chocolate (44%) (Sugar, Milk A Solids (22%), Cocoa Butter, Cocoa Solids, Emulsifiers (442,476), Flavours (Natural, Nature Identical and Artificial (Vanilla) Flavouring Substances)), Stabilizers (1400, 414), Glazing Agent (904).",e,https://images.openfoodfacts.org/images/products/762/220/203/1618/front_en.3.400.jpg,2138.0,5.0,67.2,57.4,24.8,13.9,0.2925,,5.0,2.0,2.0
8902433003738,Galaxy Milk Chocolate with Cookie Crumble,Galaxy,Snacks,,[],,unknown,https://images.openfoodfacts.org/images/products/890/243/300/3738/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
8902080001347,,Pepsi-Cola,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/208/000/1347/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
8906009010106,JAGGERY POWDER,Parry's,Sweeteners,[],[],Cane Jaggery Powder,e,https://images.openfoodfacts.org/images/products/890/600/901/0106/front_en.17.400.jpg,1548.0,1.1,91.5,91.5,0.0,0.0,0.04175,,0.0,0.0,3.0
8906002004461,Dr Oetker Funfoods Veg Mayonnaise,Dr Oetker Funfoods,Egg-free mayonnaises,"['en:e1442', 'en:e202', 'en:e211', 'en:e260', 'en:e319', 'en:e330', 'en:e415']","['en:milk', 'en:soybeans']","Refined Soyabean Oil, Water, Sugar, Milk Solids, lodised Salt, Lemon Juice, Emulsifiers and Stabilizers (INS415, INS1442), Acidity Regulators (INS260, INS330), Preservatives (INS211, INS202), Antioxidant (INS319).",e,https://images.openfoodfacts.org/images/products/890/600/200/4461/front_en.3.400.jpg,2101.0,0.5,8.6,7.3,51.8,9.2,1.77625,,7.0,2.0,1.0
8906120100137,Chia seeds,Farmley,Plant-based foods and beverages,[],[],Chia Seeds,unknown,https://images.openfoodfacts.org/images/products/890/612/010/0137/front_en.3.400.jpg,2050.0,16.5,44.0,,31.0,4.2,0.045,33.4,0.0,0.0,7.0
8902080404179,Slice,,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/208/040/4179/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
8901063162419,,,,,,,,https://images.openfoodfacts.org/images/products/890/106/316/2419/front_en.3.400.jpg,,,,,,,,,,,5.0
7622201385125,cadbury,Cadbury,Biscuit (cookie) snack w chocolate filling,,[],,e,https://images.openfoodfacts.org/images/products/762/220/138/5125/front_en.3.400.jpg,2117.0,5.1,65.1,38.1,25.5,12.2,0.495,,,0.0,1.0
8906002488551,Doublemint,WRIGLEYS,Mint,"['en:e133', 'en:e1400', 'en:e142', 'en:e1450', 'en:e171']",[],"SUGAR, LIQUID GLUCOSE, EDIBLE VEGETABLE OIL (PALM OIL), STABILIZERS (INS 1400, INS 142, INS 1450], FLAVOURS [NATURAL, NATURE IDENTICAL AND ARTIFICIAL (MINT)], GLAZING AGENT (INS 90 COLOURS [INS 171, INS 133]. MAY CONTAIN SOY",unknown,https://images.openfoodfacts.org/images/products/890/600/248/8551/front_en.3.400.jpg,,,,,,,,,5.0,0.0,5.0
8904335600312,YogaBar Muesli+,YogaBar,Plant-based foods and beverages,[],['en:nuts'],"Whole Grains 60% (Rolled Oats, Brown Rice Flakes, Quinoa Flakes), Dried Fruits 17% (Raisins, Apricot, Cranberry, Blackcurrants), Seeds & Nuts 14% (Pumpkin. Almonds, Chia, Flax), Strawberry Powder, Date Syrup, Jaggery. Rice Bran Oil, Himalayan Pink Salt",e,https://images.openfoodfacts.org/images/products/890/433/560/0312/front_en.3.400.jpg,1749.0,13.0,70.0,4.8,9.5,1.9,153.0,7.4,0.0,1.0,5.0
8908010900230,Pintola peanut butter Dark Chocolate,Pintola,Plant-based foods and beverages,"['en:e322', 'en:e471']",['en:peanuts'],"Peanuts (68%), Dark Chocolate (30%) (Sugar Cocoa Solids, Cocoa butter, Emulsifier (INS 322)}, Stabilizer (INS471)",c,https://images.openfoodfacts.org/images/products/890/801/090/0230/front_en.3.400.jpg,2427.0,18.6,36.4,19.0,40.0,11.0,0.0375,5.2,2.0,1.0,5.0
8904327600382,Myfitness Original Peanut Butter (Smooth),Myfitness,Plant-based foods and beverages,['en:e471'],['en:peanuts'],"Roasted Peanuts, Brown Sugar, Pink Himalayan Salt, Permitted Stabilizing Agent (INS 471)",c,https://images.openfoodfacts.org/images/products/890/432/760/0382/front_en.3.400.jpg,2620.0,25.0,18.8,9.38,50.0,9.38,0.875,6.25,1.0,1.0,5.0
8906032010296,Mahakosh Refined Soyabean Oil,Mahakosh,Soybean oils,,[],,c,https://images.openfoodfacts.org/images/products/890/603/201/0296/front_en.3.400.jpg,3766.0,0.0,0.0,0.0,100.0,15.33,0.0,,,0.0,4.0
7622201150273,,Cadbury,Snacks,"['en:e102', 'en:e133', 'en:e442', 'en:e476', 'en:e903']","['en:milk', 'en:sulphur-dioxide-and-sulphites']","Fannes Confectionery Ingredientesugany Cocos Sollos Emulsifiers (442,476), Stablizer Maltodextrin, Glazing Agent (903), Colours (102, 133, 1221Fours Natural, Nature Identical and Artificial for Contains Milk, Sulphites. May Contain Wheat, Soy ramel and animal flaw: ring Substances Mr. Mid. By Huntamali India Lido Reg No: PR-22-000-07-AAACT0086E-22 Serving ving No. of Servings per Package I ation (per 100 Energy",e,https://images.openfoodfacts.org/images/products/762/220/115/0273/front_en.18.400.jpg,1987.0,1.6,77.7,73.4,18.2,18.0,0.01,0.0,5.0,2.0,2.0
7622201150150,CHOCOLATE,,en:chocolates,,[],,unknown,https://images.openfoodfacts.org/images/products/762/220/115/0150/front_en.5.400.jpg,,,,,,,,,,0.0,5.0
8901207049972,,Dabur,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/120/704/9972/front_en.4.400.jpg,,,,,,,,,,0.0,5.0
8996001312476,,Mayora,,,[],,unknown,https://images.openfoodfacts.org/images/products/899/600/131/2476/front_en.4.400.jpg,,,,,,,,,,0.0,5.0
8901560053029,,,,,,,,https://images.openfoodfacts.org/images/products/890/156/005/3029/front_en.3.400.jpg,,,,,,,,,,,5.0
8906120106344,Farmley Berry Mix,Farmley,Plant-based foods and beverages,[],[],"Cranberry (32%), Blackcurrant (15%), Black Raisin (15%), Diced Dried Mango (10%), Dried Strawberry (10%), Dried Kiwi (8%), Goji Berry (5%), Blueberry (5%).",d,https://images.openfoodfacts.org/images/products/890/612/010/6344/front_en.3.400.jpg,1403.0,1.2,82.6,55.6,0.0,0.0,0.233,5.2,0.0,0.0,4.0
8901719117206,Hide & Seek Caffé Mocha,Parle,Cookies with Chocolate Chips and Coffee,"['en:e322', 'en:e322i', 'en:e472e', 'en:e500', 'en:e503']","['en:gluten', 'en:soybeans']","Refined Wheat Flour, Chocolate 21% (Sugar, Cocoa Solids, Cocoa Butter, Dexstrose, Soy Lecithin, Vanilla), Sugar, Refined Palm Oil, Inverter Sugar Syrup, Instant Coffee Chicory Mixture 1%, Raising Agents (503 ii, 500 ii), Iodized Salt, Emulsifier of Vegetable Origin (472e)",e,https://images.openfoodfacts.org/images/products/890/171/911/7206/front_en.3.400.jpg,200.0,5.8,73.6,32.0,17.8,9.2,0.355,,5.0,2.0,1.0
8901057524421,,,,,,,,https://images.openfoodfacts.org/images/products/890/105/752/4421/front_en.10.400.jpg,,,,,,,,,,,5.0
8901014000012,Top Ramen Masala Noodles,Nissin,Plant-based foods and beverages,,[],,e,https://images.openfoodfacts.org/images/products/890/101/400/0012/front_en.3.400.jpg,1927.0,8.88,67.9,2.21,16.0,8.12,5.01,,,0.0,3.0
8901071732857,,Hershey's,Liquid choclate,"['en:e150a', 'en:e202', 'en:e415']",['en:gluten'],"Sugar, Water, Invert Sugar, Liquid Glucose, Cocoa Solids (5%), Natural Food Colour (150a), Malt Extract, Oligofructose, Thickener (415), Preservative (202), Edible Common Salt and Flavours (Nature Identical and Artificial (Vanilla) Flavouring Substances) ALLERGEN INFORMATION: CONTAINS WHEAT AND BARLEY. MAY CONTAIN MILK AND NUT.",unknown,https://images.openfoodfacts.org/images/products/890/107/173/2857/front_en.3.400.jpg,83.0,,,,,,,,3.0,1.0,5.0
8908014602208,,,,,,,,,,,,,,,,,,,5.0
8906023416656,,,Milkshakes,,[],,e,https://images.openfoodfacts.org/images/products/890/602/341/6656/front_en.3.400.jpg,343.0,3.3,12.0,12.4,2.0,1.2,0.125,,,0.0,4.0
8901499010704,Chocos,Kellogg's,cereal,[],[],"Multi grain flour mix, sorghum, rice flour, Sugar",unknown,https://images.openfoodfacts.org/images/products/890/149/901/0704/front_en.12.400.jpg,1607.0,9.6,83.3,24.0,2.6,1.0,,,0.0,0.0,4.0
8901262120005,8901262120005,Amul,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/126/212/0005/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
8902080002023,Mixed Fruit Delight,Tropicana,mixed fruit juices,"['en:e160a', 'en:e330', 'en:e440', 'en:e466', 'en:e960a']","['en:banana', 'en:orange', 'en:peach']","WATER, SUGAR, *CONCENTRATED MIXED FRUIT JUICE 6.1% (FROM APPLE, MANGO, GUAVA, ORANGE, BANANA, APRICOT, PEACH), ACIDITY REGULATOR (330), STABILIZERS (466, 440), IODISED SALT, FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES), SWEETENER (960a), COLOUR (160a(i)).",c,https://images.openfoodfacts.org/images/products/890/208/000/2023/front_en.3.400.jpg,176.0,0.0,10.5,10.2,0.0,0.0,0.0625,0.0,5.0,3.0,4.0
3948764041259,Thumbs Up (Indian coke),Coca Cola Company,en:sodas,,[],,c,https://images.openfoodfacts.org/images/products/394/876/404/1259/front_en.3.400.jpg,54.3,0.0,3.23,3.17,0.0,,0.0183,,,0.0,5.0
8906105470095,kimia dates,kimia,Dates,[],[],dates,c,https://images.openfoodfacts.org/images/products/890/610/547/0095/front_en.17.400.jpg,,,,,,,,,0.0,0.0,5.0
8906006720145,Lion DesertKing Dates,Lion,dates,[],[],Dates,c,https://images.openfoodfacts.org/images/products/890/600/672/0145/front_en.3.400.jpg,,,,,,,,,0.0,0.0,5.0
8902433005732,Galaxy Fusions,,Snacks,['en:e322'],[],"Cocoa mass, Sugar, Cocoa butter, Emulsifiers (322), Natural flavour (Vanilla) Total Cocoa Content: 70%.",unknown,https://images.openfoodfacts.org/images/products/890/243/300/5732/front_en.10.400.jpg,,,,,,,,,1.0,0.0,5.0
8901262261234,,,Beverages and beverages preparations,,[],,c,https://images.openfoodfacts.org/images/products/890/126/226/1234/front_en.5.400.jpg,244.0,3.0,4.71,4.71,3.0,2.0,0.0,0.0,,0.0,5.0
8901725013769,Mad Angles Tomato Madness,Bingo,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/172/501/3769/front_en.4.400.jpg,2218.0,6.6,60.1,3.9,29.9,13.9,1.58075,,,0.0,2.0
8901719122224,,,Biscuits,[],[],2,unknown,https://images.openfoodfacts.org/images/products/890/171/912/2224/front_en.3.400.jpg,2046.0,6.8,70.5,19.6,19.9,9.4,,,0.0,0.0,3.0
7622202030901,Cadbury Temptations Rum & Raisins,Cadbury,Snacks,"['en:e442', 'en:e476']",['en:milk'],"Sugar, Cocoa Butter, Raisins (18%*), Cocoa Solids, Milk Solids, Emulsifiers (442, 476), Flavours (Natural, Nature Identical and Artificial (Rum, Raisin, Vanilla) Flavouring Substances).",e,https://images.openfoodfacts.org/images/products/762/220/203/0901/front_en.3.400.jpg,2084.0,5.7,61.8,53.2,26.1,17.0,0.165,,2.0,1.0,2.0
8901058001204,Rich tomato,Maggi,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/105/800/1204/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
7622201757236,OREO,Oreo,,,[],,unknown,https://images.openfoodfacts.org/images/products/762/220/175/7236/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
8901058003802,Nestle Everyday Dairy Whitener,Nestle,Milk powders,,[],,unknown,https://images.openfoodfacts.org/images/products/890/105/800/3802/front_en.7.400.jpg,,,,,,,,,,0.0,5.0
8901725011017,Bingo Tedhe Medhe Chatpata Twist,Bingo,Snacks,,[],,e,https://images.openfoodfacts.org/images/products/890/172/501/1017/front_en.3.400.jpg,2305.0,7.7,52.9,4.2,35.2,16.3,1.903,,,0.0,2.0
8901030898440,Surf Excel,Surf,Open Products Facts,[],[],,not-applicable,https://images.openfoodfacts.org/images/products/890/103/089/8440/front_en.5.400.jpg,,,,,,,,,0.0,0.0,5.0
8904004404661,Indian snacks salted peanuts,Haldiram's,en:nuts,,[],,unknown,,2690.0,20.6,21.9,,51.9,31.4,1.06,3.34,,0.0,5.0
8906010500276,Balaji Wafers Shing Bhujia,Balaji Wafers,Snacks,['en:e330'],['en:peanuts'],"PEANUT (63%), CHICKPEA FLOUR (13%), EDIBLE VEGETABLE OIL (PALMOLEIN, RICE BRAN), CORN FLOUR, BLACK GRAM FLOUR SPICES & CONDIMENTS 2% (CHILLI, BLACK PEPPER, GINGER, DRY MANGO, CLOVE, CAROM SEEDS, TAMARIND), EDIBLE COMMON SALT, ACIDITY REGULATOR (INS 330).",e,https://images.openfoodfacts.org/images/products/890/601/050/0276/front_en.3.400.jpg,2678.0,20.3,26.5,2.0,47.4,12.0,1.995,,1.0,1.0,4.0
